# x y z r p longitude latitude
-4.60000000e+04 3.42700000e+05 -1.09650000e+06 1.14980000e+06 4.99060000e+10 1.70422698e+00 -1.26512157e+00
3.60000000e+04 1.72200000e+05 -1.08420000e+06 1.09840000e+06 5.03200000e+10 1.36470533e+00 -1.40982523e+00
2.33000000e+05 1.51800000e+05 -1.04710000e+06 1.08340000e+06 5.08390000e+10 5.77430486e-01 -1.31120270e+00
3.89000000e+05 4.78200000e+05 -1.08560000e+06 1.24840000e+06 4.51090000e+10 8.87897471e-01 -1.05437761e+00
5.71000000e+05 2.00400000e+05 -1.23150000e+06 1.37220000e+06 4.23110000e+10 3.37532666e-01 -1.11398586e+00
6.96000000e+05 3.25300000e+05 -1.08020000e+06 1.32560000e+06 4.30590000e+10 4.37216917e-01 -9.52515722e-01
8.06000000e+05 1.91800000e+05 -1.22450000e+06 1.47850000e+06 3.69470000e+10 2.33620173e-01 -9.75895819e-01
1.24100000e+06 3.54300000e+05 -1.15140000e+06 1.72960000e+06 2.48660000e+10 2.78097437e-01 -7.28435579e-01
1.23600000e+06 2.05100000e+05 -1.17500000e+06 1.71770000e+06 2.59930000e+10 1.64440118e-01 -7.53306363e-01
1.55100000e+06 3.62500000e+05 -1.23060000e+06 2.01280000e+06 2.81340000e+10 2.29598775e-01 -6.57812303e-01
1.74500000e+06 2.59200000e+05 -1.38680000e+06 2.24400000e+06 1.93150000e+10 1.47460480e-01 -6.66200734e-01
2.12200000e+06 1.86800000e+05 -1.30220000e+06 2.49670000e+06 1.57020000e+10 8.78038207e-02 -5.48688238e-01
2.45700000e+06 2.35200000e+05 -1.70620000e+06 3.00060000e+06 9.45390000e+09 9.54356944e-02 -6.04826799e-01
2.70200000e+06 7.92000000e+04 -1.77160000e+06 3.23200000e+06 4.50150000e+09 2.93032308e-02 -5.80143023e-01
2.86700000e+06 1.10900000e+05 -1.49500000e+06 3.23530000e+06 7.91030000e+09 3.86622734e-02 -4.80350534e-01
-3.07600000e+06 8.57900000e+05 -1.34400000e+06 3.46470000e+06 1.64440000e+09 2.86960319e+00 -3.98365527e-01
-2.70100000e+06 5.83800000e+05 -1.61900000e+06 3.20270000e+06 8.22370000e+09 2.92872504e+00 -5.29974078e-01
-2.60400000e+06 5.60800000e+05 -1.19890000e+06 2.92110000e+06 8.62500000e+09 2.92947149e+00 -4.22922904e-01
-2.05800000e+06 4.27100000e+05 -1.22610000e+06 2.43330000e+06 2.15730000e+10 2.93696579e+00 -5.28089023e-01
-1.64000000e+06 3.53300000e+05 -1.40350000e+06 2.18730000e+06 2.27020000e+10 2.92940856e+00 -6.96658879e-01
-1.76300000e+06 7.86000000e+05 -1.23530000e+06 2.29170000e+06 2.33060000e+10 2.72221110e+00 -5.69287621e-01
-1.18300000e+06 4.27100000e+05 -1.15540000e+06 1.70790000e+06 2.61080000e+10 2.79512442e+00 -7.43004112e-01
-1.03100000e+06 5.45000000e+05 -1.24620000e+06 1.70680000e+06 2.45080000e+10 2.65531753e+00 -8.18524286e-01
-8.77000000e+05 4.25600000e+05 -1.14230000e+06 1.50170000e+06 3.78570000e+10 2.68978153e+00 -8.64346538e-01
-6.58000000e+05 3.52500000e+05 -1.12000000e+06 1.34600000e+06 4.38770000e+10 2.64978348e+00 -9.82874497e-01
-1.66000000e+05 6.71000000e+05 -1.12650000e+06 1.32170000e+06 4.34430000e+10 1.81331885e+00 -1.02038875e+00
2.90000000e+04 4.82500000e+05 -9.96930000e+05 1.10790000e+06 4.88450000e+10 1.51076492e+00 -1.11939693e+00
1.89000000e+05 3.59900000e+05 -1.10640000e+06 1.17870000e+06 4.82870000e+10 1.08723498e+00 -1.21872730e+00
2.83000000e+05 4.42200000e+05 -1.24890000e+06 1.35480000e+06 4.48240000e+10 1.00149597e+00 -1.17278470e+00
4.79000000e+05 3.75400000e+05 -1.20120000e+06 1.34660000e+06 4.14440000e+10 6.64732551e-01 -1.10180436e+00
8.88000000e+05 3.69100000e+05 -1.15650000e+06 1.50410000e+06 3.78790000e+10 3.93927224e-01 -8.77116332e-01
1.02200000e+06 2.85500000e+05 -1.33580000e+06 1.70600000e+06 2.59170000e+10 2.72409759e-01 -8.99476151e-01
2.03500000e+06 6.37000000e+05 -1.25750000e+06 2.47560000e+06 1.59200000e+10 3.03360459e-01 -5.32812132e-01
2.21800000e+06 3.63000000e+05 -1.58200000e+06 2.74850000e+06 1.55870000e+10 1.62222784e-01 -6.13321412e-01
2.48600000e+06 5.09400000e+05 -1.59990000e+06 2.99990000e+06 7.98170000e+09 2.02109808e-01 -5.62517855e-01
-2.66100000e+06 8.95900000e+05 -1.60340000e+06 3.23340000e+06 6.35300000e+09 2.81683498e+00 -5.18855603e-01
-2.66500000e+06 1.09730000e+06 -1.37380000e+06 3.19280000e+06 6.54100000e+09 2.75100260e+00 -4.44803636e-01
-2.48400000e+06 6.18500000e+05 -1.47510000e+06 2.95450000e+06 9.36480000e+09 2.89756145e+00 -5.22758700e-01
-2.23000000e+06 7.39100000e+05 -1.47770000e+06 2.77540000e+06 1.41120000e+10 2.82155159e+00 -5.61466066e-01
-2.03400000e+06 6.76900000e+05 -1.27910000e+06 2.49630000e+06 1.29140000e+10 2.82032890e+00 -5.37975316e-01
-1.14500000e+06 5.88600000e+05 -1.08760000e+06 1.68540000e+06 2.66060000e+10 2.66675952e+00 -7.01424763e-01
-7.66000000e+05 5.43300000e+05 -1.19390000e+06 1.51900000e+06 3.58600000e+10 2.52467298e+00 -9.04275794e-01
-6.39000000e+05 6.42700000e+05 -9.82530000e+05 1.33670000e+06 4.22060000e+10 2.35330771e+00 -8.25727916e-01
-4.92000000e+05 6.11100000e+05 -1.14440000e+06 1.38750000e+06 4.27800000e+10 2.24864266e+00 -9.69835646e-01
-3.31000000e+05 5.31100000e+05 -1.07430000e+06 1.24330000e+06 4.48660000e+10 2.12812527e+00 -1.04330272e+00
2.60000000e+04 6.62800000e+05 -1.12860000e+06 1.30910000e+06 4.24300000e+10 1.53158891e+00 -1.03943685e+00
2.09000000e+05 5.73500000e+05 -1.12670000e+06 1.28140000e+06 4.47350000e+10 1.22132548e+00 -1.07433306e+00
4.43000000e+05 6.60800000e+05 -1.09270000e+06 1.35170000e+06 4.18910000e+10 9.80213894e-01 -9.41410912e-01
7.72000000e+05 5.19900000e+05 -1.16670000e+06 1.49250000e+06 3.70080000e+10 5.92681037e-01 -8.97400745e-01
9.31000000e+05 5.39900000e+05 -1.05970000e+06 1.51040000e+06 3.58150000e+10 5.25519492e-01 -7.77643534e-01
1.09400000e+06 5.16800000e+05 -1.22230000e+06 1.71990000e+06 2.58480000e+10 4.41320648e-01 -7.90465526e-01
1.30600000e+06 5.02000000e+05 -1.03570000e+06 1.74080000e+06 2.33340000e+10 3.66968579e-01 -6.37211330e-01
1.77400000e+06 7.91700000e+05 -1.08530000e+06 2.22530000e+06 2.09520000e+10 4.19755730e-01 -5.09464156e-01
1.89100000e+06 8.60300000e+05 -1.32490000e+06 2.46400000e+06 1.81940000e+10 4.26958137e-01 -5.67710284e-01
2.36900000e+06 9.00700000e+05 -1.50760000e+06 2.94900000e+06 1.08850000e+10 3.63324049e-01 -5.36608526e-01
2.88600000e+06 8.77800000e+05 -1.75520000e+06 3.49000000e+06 1.83730000e+09 2.95267098e-01 -5.26976846e-01
3.13300000e+06 2.00600000e+05 -1.45260000e+06 3.45920000e+06 2.48430000e+09 6.39408063e-02 -4.33361227e-01
2.74500000e+06 5.87400000e+05 -1.52050000e+06 3.19250000e+06 6.71240000e+09 2.10809696e-01 -4.96410659e-01
-2.54400000e+06 8.27200000e+05 -1.28700000e+06 2.96860000e+06 1.08380000e+10 2.82721855e+00 -4.48414906e-01
-2.41300000e+06 9.48000000e+05 -1.49970000e+06 2.99510000e+06 1.14140000e+10 2.76724622e+00 -5.24427863e-01
-1.91900000e+06 8.23300000e+05 -1.48790000e+06 2.56400000e+06 1.61630000e+10 2.73631729e+00 -6.19102183e-01
-1.49300000e+06 8.95100000e+05 -1.00600000e+06 2.01060000e+06 2.90750000e+10 2.60151797e+00 -5.24000837e-01
-1.27800000e+06 1.01730000e+06 -1.12130000e+06 1.98130000e+06 2.93840000e+10 2.46928975e+00 -6.01574851e-01
-1.03100000e+06 6.73700000e+05 -1.14350000e+06 1.68060000e+06 2.67640000e+10 2.56280067e+00 -7.48324362e-01
-8.35000000e+05 6.73800000e+05 -1.06440000e+06 1.51140000e+06 3.71000000e+10 2.46263061e+00 -7.81362967e-01
-7.09000000e+05 8.28800000e+05 -1.02160000e+06 1.49440000e+06 3.66170000e+10 2.27844802e+00 -7.52709606e-01
-5.57000000e+05 8.16300000e+05 -1.15540000e+06 1.52040000e+06 3.59290000e+10 2.16957625e+00 -8.63207874e-01
-3.57000000e+05 7.28500000e+05 -1.05240000e+06 1.32880000e+06 4.32970000e+10 2.02645072e+00 -9.14066129e-01
-5.50000000e+04 7.68100000e+05 -1.30180000e+06 1.51250000e+06 3.62390000e+10 1.64227958e+00 -1.03663166e+00
7.70000000e+04 8.63900000e+05 -1.21870000e+06 1.49580000e+06 3.76410000e+10 1.48190055e+00 -9.52294374e-01
2.35000000e+05 7.43300000e+05 -1.10060000e+06 1.34870000e+06 4.29340000e+10 1.26458268e+00 -9.54535028e-01
5.81000000e+05 8.52300000e+05 -1.14430000e+06 1.54060000e+06 3.69900000e+10 9.72468456e-01 -8.37186935e-01
6.59000000e+05 6.85600000e+05 -1.17090000e+06 1.50840000e+06 3.65220000e+10 8.05178418e-01 -8.88700203e-01
8.26000000e+05 6.93300000e+05 -1.07850000e+06 1.52520000e+06 3.88300000e+10 6.98276403e-01 -7.85417392e-01
9.26000000e+05 8.82700000e+05 -1.16050000e+06 1.72730000e+06 2.45350000e+10 7.61462889e-01 -7.36714196e-01
9.60000000e+05 6.93600000e+05 -1.24390000e+06 1.71760000e+06 2.47090000e+10 6.25667572e-01 -8.09885464e-01
1.40800000e+06 5.99800000e+05 -1.27070000e+06 1.98920000e+06 2.88910000e+10 4.02712542e-01 -6.92936915e-01
1.61900000e+06 7.75600000e+05 -1.31620000e+06 2.22600000e+06 2.17310000e+10 4.46756650e-01 -6.32651062e-01
2.06000000e+06 1.10890000e+06 -1.38010000e+06 2.71630000e+06 1.37990000e+10 4.93816884e-01 -5.32955139e-01
2.35200000e+06 1.15680000e+06 -1.37300000e+06 2.95890000e+06 1.00630000e+10 4.57095696e-01 -4.82532258e-01
2.84100000e+06 1.13090000e+06 -1.63050000e+06 3.46540000e+06 1.99740000e+09 3.78836352e-01 -4.89866911e-01
2.68100000e+06 8.54500000e+05 -1.97520000e+06 3.43790000e+06 1.40920000e+09 3.08545365e-01 -6.12038085e-01
-2.68300000e+06 1.26810000e+06 -1.12800000e+06 3.17470000e+06 5.66150000e+09 2.70006953e+00 -3.63244791e-01
-2.77300000e+06 1.03780000e+06 -1.86070000e+06 3.49700000e+06 7.18280000e+08 2.78347818e+00 -5.61060773e-01
-2.13100000e+06 9.95500000e+05 -1.41380000e+06 2.74430000e+06 1.49180000e+10 2.70456738e+00 -5.41214048e-01
-1.99400000e+06 9.26500000e+05 -1.17300000e+06 2.49210000e+06 1.93150000e+10 2.70662779e+00 -4.90069685e-01
-1.61700000e+06 9.98000000e+05 -1.20760000e+06 2.25150000e+06 2.13920000e+10 2.58862755e+00 -5.66110667e-01
-1.24300000e+06 1.22630000e+06 -1.33210000e+06 2.19620000e+06 2.01070000e+10 2.36295744e+00 -6.51711069e-01
-1.02800000e+06 1.11270000e+06 -1.25070000e+06 1.96450000e+06 3.15720000e+10 2.31664862e+00 -6.90146998e-01
-8.55000000e+05 8.98500000e+05 -1.15300000e+06 1.69350000e+06 2.84040000e+10 2.33139205e+00 -7.48906840e-01
-8.91000000e+05 1.04600000e+06 -1.00610000e+06 1.70300000e+06 2.71400000e+10 2.27634399e+00 -6.32026450e-01
-4.02000000e+05 9.05900000e+05 -1.10480000e+06 1.48420000e+06 3.97160000e+10 1.98844695e+00 -8.39597002e-01
-2.37000000e+05 8.23700000e+05 -1.21320000e+06 1.48550000e+06 3.90570000e+10 1.85095499e+00 -9.55659881e-01
-7.40000000e+04 9.28000000e+05 -1.17860000e+06 1.50190000e+06 3.85500000e+10 1.65036933e+00 -9.02275462e-01
8.10000000e+04 1.05630000e+06 -1.09520000e+06 1.52380000e+06 3.63860000e+10 1.49426334e+00 -8.01973282e-01
2.41000000e+05 9.43700000e+05 -1.13950000e+06 1.49910000e+06 3.82870000e+10 1.32076267e+00 -8.63501989e-01
4.36000000e+05 9.66700000e+05 -1.07750000e+06 1.51180000e+06 3.69100000e+10 1.14709538e+00 -7.93377639e-01
6.63000000e+05 1.08200000e+06 -1.17770000e+06 1.73130000e+06 2.48440000e+10 1.02105151e+00 -7.48090396e-01
8.00000000e+05 9.92000000e+05 -1.16390000e+06 1.72590000e+06 2.52500000e+10 8.92133836e-01 -7.40114946e-01
8.01000000e+05 8.21900000e+05 -1.28610000e+06 1.72370000e+06 2.53310000e+10 7.98275633e-01 -8.42226706e-01
1.45300000e+06 9.94400000e+05 -1.33970000e+06 2.21240000e+06 2.10200000e+10 6.00163698e-01 -6.50446119e-01
1.72800000e+06 1.07390000e+06 -1.37690000e+06 2.45670000e+06 1.83970000e+10 5.56056793e-01 -5.94949936e-01
2.17000000e+06 1.38260000e+06 -1.43640000e+06 2.94680000e+06 9.62940000e+09 5.67283644e-01 -5.09160043e-01
2.51000000e+06 1.18560000e+06 -1.64920000e+06 3.22890000e+06 6.88920000e+09 4.41284443e-01 -5.36071098e-01
2.77600000e+06 1.34910000e+06 -1.52400000e+06 3.44220000e+06 1.76790000e+09 4.52374521e-01 -4.58652315e-01
-2.79300000e+06 1.18290000e+06 -1.63960000e+06 3.44800000e+06 2.15920000e+09 2.74097362e+00 -4.95557366e-01
-2.26500000e+06 1.44820000e+06 -1.28130000e+06 2.97810000e+06 1.07210000e+10 2.57271808e+00 -4.44759464e-01
-2.10000000e+06 1.22170000e+06 -1.26010000e+06 2.73690000e+06 1.46710000e+10 2.61469147e+00 -4.78458601e-01
-1.83300000e+06 1.06390000e+06 -1.36310000e+06 2.51990000e+06 1.66010000e+10 2.61569866e+00 -5.71547405e-01
-8.60000000e+05 1.35760000e+06 -1.14370000e+06 1.97250000e+06 2.83840000e+10 2.13546385e+00 -6.18510888e-01
-7.28000000e+05 1.05790000e+06 -1.19930000e+06 1.75710000e+06 2.20820000e+10 2.17352884e+00 -7.51239415e-01
-7.29000000e+05 1.07830000e+06 -1.18180000e+06 1.75810000e+06 2.19780000e+10 2.16527671e+00 -7.37180263e-01
-4.08000000e+05 1.14210000e+06 -1.20470000e+06 1.70950000e+06 2.47730000e+10 1.91390346e+00 -7.82012883e-01
-2.20000000e+05 1.21940000e+06 -1.18440000e+06 1.71410000e+06 2.47670000e+10 1.74929276e+00 -7.62836759e-01
3.92000000e+05 1.24110000e+06 -1.11740000e+06 1.71540000e+06 2.56430000e+10 1.26486347e+00 -7.09419274e-01
5.11000000e+05 1.16390000e+06 -1.16200000e+06 1.72220000e+06 2.52870000e+10 1.15709306e+00 -7.40583080e-01
6.35000000e+05 1.21760000e+06 -1.04230000e+06 1.72400000e+06 2.39720000e+10 1.09008308e+00 -6.49241455e-01
7.83000000e+05 1.13790000e+06 -1.02980000e+06 1.72290000e+06 2.57030000e+10 9.68095101e-01 -6.40645610e-01
8.23000000e+05 1.06280000e+06 -1.48450000e+06 2.00270000e+06 2.80740000e+10 9.11880231e-01 -8.34929681e-01
1.26500000e+06 1.20160000e+06 -1.35030000e+06 2.20620000e+06 2.20890000e+10 7.59700424e-01 -6.58647548e-01
1.72300000e+06 1.29140000e+06 -1.17930000e+06 2.45500000e+06 1.83230000e+10 6.43185306e-01 -5.01072647e-01
2.03400000e+06 1.29500000e+06 -1.66130000e+06 2.92820000e+06 1.30850000e+10 5.66951871e-01 -6.03278293e-01
2.32200000e+06 1.39880000e+06 -1.68210000e+06 3.19030000e+06 7.00650000e+09 5.42190933e-01 -5.55366190e-01
2.62800000e+06 1.44710000e+06 -1.72370000e+06 3.46000000e+06 6.46610000e+08 5.03339720e-01 -5.21497559e-01
-2.38000000e+06 1.47780000e+06 -1.57770000e+06 3.21520000e+06 7.37460000e+09 2.58592950e+00 -5.12893428e-01
-2.12000000e+06 1.65580000e+06 -1.17380000e+06 2.93500000e+06 1.29250000e+10 2.47852149e+00 -4.11442497e-01
-1.91800000e+06 1.31320000e+06 -1.44910000e+06 2.73920000e+06 1.43030000e+10 2.54122850e+00 -5.57448939e-01
-1.64200000e+06 1.41990000e+06 -1.53470000e+06 2.65850000e+06 1.50450000e+10 2.42860433e+00 -6.15394165e-01
-1.40400000e+06 1.44060000e+06 -1.37390000e+06 2.43600000e+06 1.90430000e+10 2.34332872e+00 -5.99219780e-01
-1.08800000e+06 1.44730000e+06 -1.25220000e+06 2.20150000e+06 1.97500000e+10 2.21541306e+00 -6.05038818e-01
-8.00000000e+05 1.53750000e+06 -9.21630000e+05 1.96300000e+06 3.32230000e+10 2.05057157e+00 -4.88725263e-01
-6.15000000e+05 1.53250000e+06 -1.12670000e+06 1.99910000e+06 2.71070000e+10 1.95242725e+00 -5.98741839e-01
-4.00000000e+05 1.26470000e+06 -1.07380000e+06 1.70660000e+06 2.57330000e+10 1.87712167e+00 -6.80528992e-01
-6.00000000e+04 1.31670000e+06 -1.14500000e+06 1.74600000e+06 2.17470000e+10 1.61633329e+00 -7.15221496e-01
2.80000000e+04 1.38000000e+06 -9.79160000e+05 1.69230000e+06 2.83490000e+10 1.55050926e+00 -6.17007677e-01
3.57000000e+05 1.37030000e+06 -1.00890000e+06 1.73870000e+06 2.24640000e+10 1.31593480e+00 -6.19049264e-01
3.06000000e+05 1.17260000e+06 -8.52420000e+05 1.48160000e+06 3.75650000e+10 1.31553062e+00 -6.13016689e-01
8.62000000e+05 1.25290000e+06 -1.27210000e+06 1.98270000e+06 2.79590000e+10 9.68166937e-01 -6.96582182e-01
8.86000000e+05 1.44610000e+06 -1.07440000e+06 2.00760000e+06 2.52060000e+10 1.02110369e+00 -5.64704679e-01
1.06900000e+06 1.40300000e+06 -1.37350000e+06 2.23560000e+06 1.95770000e+10 9.19698131e-01 -6.61595437e-01
9.77000000e+05 1.65460000e+06 -1.54560000e+06 2.46600000e+06 1.64160000e+10 1.03740991e+00 -6.77393299e-01
1.53300000e+06 1.49980000e+06 -1.19420000e+06 2.45470000e+06 1.78890000e+10 7.74451621e-01 -5.08073838e-01
1.68200000e+06 1.50850000e+06 -1.44230000e+06 2.68050000e+06 1.41260000e+10 7.31071482e-01 -5.68147207e-01
1.98300000e+06 1.59460000e+06 -1.42270000e+06 2.91530000e+06 8.96840000e+09 6.77257293e-01 -5.09810125e-01
2.15400000e+06 1.83080000e+06 -1.39420000e+06 3.15210000e+06 8.04310000e+09 7.04467111e-01 -4.58170796e-01
2.49700000e+06 1.85490000e+06 -1.42970000e+06 3.42340000e+06 2.63750000e+09 6.38910298e-01 -4.30830717e-01
-2.51000000e+06 2.08500000e+06 -1.17220000e+06 3.46720000e+06 1.40820000e+09 2.44842393e+00 -3.44878785e-01
-2.00400000e+06 1.81640000e+06 -1.35270000e+06 3.02410000e+06 1.06400000e+10 2.40525988e+00 -4.63751635e-01
-1.80800000e+06 1.58670000e+06 -1.39160000e+06 2.77910000e+06 1.19710000e+10 2.42129223e+00 -5.24450749e-01
-1.59600000e+06 1.53230000e+06 -1.20900000e+06 2.52130000e+06 1.74870000e+10 2.37655417e+00 -5.00101415e-01
-1.32200000e+06 1.67470000e+06 -1.26680000e+06 2.48140000e+06 1.68750000e+10 2.23903734e+00 -5.35787399e-01
-1.06400000e+06 1.75480000e+06 -1.33790000e+06 2.44980000e+06 1.54560000e+10 2.11586229e+00 -5.77732934e-01
-7.98000000e+05 1.82350000e+06 -9.39060000e+05 2.20090000e+06 2.17520000e+10 1.98330745e+00 -4.40808599e-01
-5.19000000e+05 1.79780000e+06 -6.30910000e+05 1.97470000e+06 2.97360000e+10 1.85184142e+00 -3.25198230e-01
-3.54000000e+05 1.64240000e+06 -1.03680000e+06 1.97430000e+06 3.03790000e+10 1.78308689e+00 -5.52889195e-01
1.24000000e+05 1.62920000e+06 -1.04820000e+06 1.94130000e+06 3.24330000e+10 1.49483181e+00 -5.70374684e-01
6.21000000e+05 1.42910000e+06 -1.20050000e+06 1.96700000e+06 2.97740000e+10 1.16087370e+00 -6.56464849e-01
8.07000000e+05 1.54190000e+06 -1.34500000e+06 2.19950000e+06 2.36140000e+10 1.08861995e+00 -6.57958257e-01
9.75000000e+05 1.87470000e+06 -1.33450000e+06 2.49920000e+06 1.71010000e+10 1.09121154e+00 -5.63290098e-01
1.51900000e+06 1.71700000e+06 -1.40760000e+06 2.69010000e+06 1.60900000e+10 8.46508628e-01 -5.50662514e-01
1.80600000e+06 1.81320000e+06 -1.37800000e+06 2.90660000e+06 8.19730000e+09 7.87387551e-01 -4.93934122e-01
1.99500000e+06 1.78500000e+06 -1.15270000e+06 2.91460000e+06 1.12350000e+10 7.29899658e-01 -4.06603096e-01
2.33400000e+06 2.06460000e+06 -1.40160000e+06 3.41680000e+06 3.32000000e+09 7.24227813e-01 -4.22682542e-01
-2.44400000e+06 2.19980000e+06 -9.24090000e+05 3.41560000e+06 2.11990000e+09 2.40873234e+00 -2.73964116e-01
-1.99800000e+06 2.10430000e+06 -1.33980000e+06 3.19610000e+06 4.98290000e+09 2.33028799e+00 -4.32562216e-01
-1.75500000e+06 1.85610000e+06 -1.43460000e+06 2.92970000e+06 1.33010000e+10 2.32820479e+00 -5.11716635e-01
-1.55700000e+06 1.83000000e+06 -1.23290000e+06 2.70060000e+06 1.35530000e+10 2.27576606e+00 -4.74089075e-01
-1.26400000e+06 1.95520000e+06 -1.26810000e+06 2.65120000e+06 1.53340000e+10 2.14469388e+00 -4.98731236e-01
-8.22000000e+05 1.93710000e+06 -1.22690000e+06 2.43590000e+06 1.87720000e+10 1.97211262e+00 -5.27846606e-01
-5.19000000e+05 1.96230000e+06 -8.97610000e+05 2.21940000e+06 2.04550000e+10 1.82936131e+00 -4.16364397e-01
-3.15000000e+05 1.93430000e+06 -1.09610000e+06 2.24550000e+06 1.90040000e+10 1.73222883e+00 -5.09947949e-01
-3.10000000e+04 2.03040000e+06 -1.20350000e+06 2.36050000e+06 1.97910000e+10 1.58606307e+00 -5.35009961e-01
1.09000000e+05 1.95540000e+06 -9.92330000e+05 2.19550000e+06 2.18910000e+10 1.51511089e+00 -4.68987794e-01
5.63000000e+05 1.73080000e+06 -1.22910000e+06 2.19620000e+06 2.15130000e+10 1.25630839e+00 -5.93961577e-01
6.90000000e+05 2.04210000e+06 -1.49920000e+06 2.62560000e+06 1.65280000e+10 1.24495267e+00 -6.07715276e-01
7.43000000e+05 1.98140000e+06 -1.22230000e+06 2.44380000e+06 1.87120000e+10 1.21203672e+00 -5.23787787e-01
1.21100000e+06 1.71560000e+06 -1.42170000e+06 2.53600000e+06 1.30840000e+10 9.56137952e-01 -5.95118946e-01
1.59100000e+06 1.95890000e+06 -1.56020000e+06 2.96700000e+06 1.19270000e+10 8.88666219e-01 -5.53715335e-01
2.00600000e+06 2.31020000e+06 -1.54760000e+06 3.42870000e+06 1.29680000e+09 8.55760477e-01 -4.68296012e-01
-2.26700000e+06 2.19330000e+06 -1.13820000e+06 3.35340000e+06 3.56900000e+09 2.37271654e+00 -3.46296728e-01
-1.93700000e+06 2.56790000e+06 -1.22610000e+06 3.44230000e+06 2.17980000e+09 2.21705196e+00 -3.64183294e-01
-1.65100000e+06 2.11420000e+06 -1.38030000e+06 3.01680000e+06 1.14950000e+10 2.23378817e+00 -4.75224170e-01
-1.49200000e+06 2.09980000e+06 -1.16830000e+06 2.82850000e+06 8.33400000e+09 2.18856371e+00 -4.25795941e-01
-1.05100000e+06 2.07410000e+06 -1.34710000e+06 2.68720000e+06 1.41700000e+10 2.03981009e+00 -5.25103394e-01
-6.96000000e+05 2.35480000e+06 -1.07150000e+06 2.67910000e+06 1.52780000e+10 1.85818075e+00 -4.11459830e-01
-7.83000000e+05 2.21520000e+06 -1.29670000e+06 2.68360000e+06 1.34170000e+10 1.91055640e+00 -5.04299448e-01
-4.83000000e+05 2.35270000e+06 -1.25510000e+06 2.71000000e+06 1.33300000e+10 1.77327901e+00 -4.81530897e-01
-2.96000000e+05 2.31280000e+06 -1.45630000e+06 2.74910000e+06 1.37710000e+10 1.69808773e+00 -5.58290459e-01
4.21000000e+05 2.48980000e+06 -1.52200000e+06 2.94840000e+06 1.07560000e+10 1.40329085e+00 -5.42422386e-01
4.69000000e+05 2.20600000e+06 -1.46830000e+06 2.69120000e+06 1.79500000e+10 1.36131335e+00 -5.77096599e-01
6.99000000e+05 2.26060000e+06 -1.28720000e+06 2.69370000e+06 1.49780000e+10 1.27091161e+00 -4.98212093e-01
9.89000000e+05 2.16070000e+06 -1.16050000e+06 2.64450000e+06 1.33870000e+10 1.14153934e+00 -4.54302109e-01
1.18500000e+06 2.06320000e+06 -1.36810000e+06 2.74460000e+06 1.60110000e+10 1.04945028e+00 -5.21832663e-01
1.63300000e+06 2.56110000e+06 -1.63270000e+06 3.44840000e+06 2.83580000e+09 1.00317577e+00 -4.93221589e-01
1.85700000e+06 2.28040000e+06 -1.28580000e+06 3.20970000e+06 7.81590000e+09 8.87377960e-01 -4.12169614e-01
-1.83900000e+06 2.34990000e+06 -1.46040000e+06 3.32220000e+06 4.81490000e+09 2.23482872e+00 -4.55140177e-01
-1.53400000e+06 2.36970000e+06 -1.34760000e+06 3.12810000e+06 6.26310000e+09 2.14529885e+00 -4.45384211e-01
-1.02500000e+06 2.35430000e+06 -1.39330000e+06 2.92140000e+06 1.05000000e+10 1.98142057e+00 -4.97157265e-01
-7.26000000e+05 2.49270000e+06 -1.33990000e+06 2.92170000e+06 7.87830000e+09 1.85420681e+00 -4.76422348e-01
-5.29000000e+05 2.63880000e+06 -1.19400000e+06 2.94430000e+06 1.09390000e+10 1.76864368e+00 -4.17557838e-01
-5.40000000e+05 2.47840000e+06 -1.55230000e+06 2.97390000e+06 9.66600000e+09 1.78532600e+00 -5.49164206e-01
-7.00000000e+04 2.45490000e+06 -1.41120000e+06 2.83250000e+06 1.32070000e+10 1.59930300e+00 -5.21541307e-01
4.14000000e+05 2.64900000e+06 -1.25330000e+06 2.95960000e+06 9.29520000e+09 1.41576504e+00 -4.37271633e-01
4.95000000e+05 2.56580000e+06 -1.76650000e+06 3.15420000e+06 7.48390000e+09 1.38021543e+00 -5.94442436e-01
9.20000000e+05 2.15560000e+06 -1.42760000e+06 2.74430000e+06 1.58140000e+10 1.16740601e+00 -5.47091574e-01
1.17200000e+06 2.33340000e+06 -1.34480000e+06 2.93720000e+06 9.75050000e+09 1.10533328e+00 -4.75576462e-01
1.43400000e+06 2.24310000e+06 -1.24930000e+06 2.94090000e+06 8.33180000e+09 1.00198427e+00 -4.38743083e-01
1.60200000e+06 2.70740000e+06 -1.40560000e+06 3.44560000e+06 1.79730000e+09 1.03649353e+00 -4.20197261e-01
1.43400000e+06 2.62480000e+06 -1.79730000e+06 3.48950000e+06 1.59890000e+09 1.07077719e+00 -5.41077022e-01
-1.30700000e+06 2.46660000e+06 -1.49470000e+06 3.16650000e+06 6.97740000e+09 2.05806058e+00 -4.91598131e-01
-1.18100000e+06 2.60530000e+06 -1.29050000e+06 3.13810000e+06 8.06010000e+09 1.99639672e+00 -4.23809719e-01
-6.80000000e+05 3.07230000e+06 -1.38960000e+06 3.43980000e+06 1.84310000e+09 1.78861731e+00 -4.15860212e-01
-4.86000000e+05 3.03100000e+06 -1.56560000e+06 3.44590000e+06 2.32050000e+09 1.72978613e+00 -4.71627866e-01
