# ID x y z r p longitude latitude
88193 1.40100000e+06 -1.10940000e+06 -2.04360000e+06 2.71480000e+06 1.44460000e+10 -6.69759598e-01 -8.52248739e-01
88196 -2.40900000e+06 -6.13500000e+05 -2.35080000e+06 3.42140000e+06 2.26560000e+09 -2.89222356e+00 -7.57472409e-01
88207 9.35000000e+05 -5.08100000e+05 -2.20890000e+06 2.45190000e+06 1.96830000e+10 -4.97779254e-01 -1.12182298e+00
88208 1.13800000e+06 -1.20810000e+06 -2.03470000e+06 2.62580000e+06 1.65360000e+10 -8.15268651e-01 -8.86537340e-01
88215 -2.32800000e+06 -2.63200000e+05 -2.10290000e+06 3.14820000e+06 7.99510000e+09 -3.02901229e+00 -7.31476286e-01
88216 -1.93500000e+06 -3.56800000e+05 -1.98640000e+06 2.79600000e+06 1.47150000e+10 -2.95924809e+00 -7.90128187e-01
88224 1.04000000e+05 -1.70800000e+05 -1.71320000e+06 1.72490000e+06 2.59710000e+10 -1.02385891e+00 -1.45425720e+00
88228 9.56000000e+05 -5.11700000e+05 -1.91720000e+06 2.20260000e+06 2.19540000e+10 -4.91449166e-01 -1.05606670e+00
88236 -2.07700000e+06 -2.13500000e+05 -2.31510000e+06 3.11760000e+06 7.14450000e+09 -3.03915993e+00 -8.36929927e-01
88237 -1.81300000e+06 -2.86900000e+05 -2.22270000e+06 2.88270000e+06 1.40710000e+10 -2.98464808e+00 -8.80485266e-01
88243 -3.37000000e+05 -1.75900000e+05 -1.65760000e+06 1.70070000e+06 2.67070000e+10 -2.66053299e+00 -1.34518482e+00
88254 -2.77400000e+06 3.18600000e+05 -1.99160000e+06 3.42970000e+06 3.16990000e+09 3.02724150e+00 -6.19578659e-01
88257 -1.47400000e+06 -8.50000000e+04 -1.91580000e+06 2.41870000e+06 2.32640000e+10 -3.08399023e+00 -9.14206370e-01
88264 -1.60000000e+05 -1.21800000e+05 -1.69210000e+06 1.70400000e+06 2.68080000e+10 -2.49093034e+00 -1.45254480e+00
88275 -2.55200000e+06 4.09900000e+05 -2.14940000e+06 3.36170000e+06 4.91530000e+09 2.98233378e+00 -6.93690189e-01
88276 -2.05700000e+06 1.24000000e+05 -2.23750000e+06 3.04190000e+06 9.05340000e+09 3.08138355e+00 -8.26492946e-01
88277 -1.84200000e+06 -2.43000000e+04 -2.18340000e+06 2.85670000e+06 1.20320000e+10 -3.12840124e+00 -8.69968257e-01
88297 -2.53800000e+06 6.69300000e+05 -2.24200000e+06 3.45200000e+06 2.03770000e+09 2.88375118e+00 -7.06898477e-01
88298 -2.25000000e+06 3.24100000e+05 -1.88180000e+06 2.95110000e+06 1.12570000e+10 2.99853224e+00 -6.91457418e-01
88303 -6.36000000e+05 3.80200000e+05 -1.80410000e+06 1.95040000e+06 3.09200000e+10 2.60279330e+00 -1.18100861e+00
88304 -6.75000000e+05 3.81100000e+05 -1.51390000e+06 1.70080000e+06 2.75260000e+10 2.62761499e+00 -1.09758765e+00
88319 -2.56100000e+06 5.07600000e+05 -1.84350000e+06 3.19610000e+06 6.02430000e+09 2.94592478e+00 -6.14801916e-01
88320 -2.34700000e+06 5.52500000e+05 -2.00310000e+06 3.13470000e+06 7.18130000e+09 2.91039512e+00 -6.93208595e-01
88323 -1.27300000e+06 6.00200000e+05 -1.74000000e+06 2.23800000e+06 2.23610000e+10 2.70101641e+00 -8.90648715e-01
88339 -1.97000000e+06 8.50600000e+05 -1.99210000e+06 2.92800000e+06 1.23580000e+10 2.73399615e+00 -7.48256496e-01
88341 -1.62000000e+06 9.80400000e+05 -1.87660000e+06 2.66600000e+06 1.56140000e+10 2.59736924e+00 -7.80874685e-01
88342 -9.67000000e+05 8.45900000e+05 -2.19340000e+06 2.54200000e+06 1.75630000e+10 2.42289445e+00 -1.04090873e+00
88344 -3.95000000e+05 4.91100000e+05 -1.86030000e+06 1.96420000e+06 3.02360000e+10 2.24816395e+00 -1.24408578e+00
88361 -1.76000000e+06 1.26910000e+06 -2.31480000e+06 3.17280000e+06 7.10460000e+09 2.51685899e+00 -8.17702356e-01
88410 -1.93700000e+06 1.75050000e+06 -2.35320000e+06 3.51480000e+06 4.85390000e+08 2.40672770e+00 -7.33551322e-01
88470 -2.75000000e+05 -3.14740000e+06 -1.48310000e+06 3.49020000e+06 1.62680000e+09 -1.65794870e+00 -4.38887503e-01
88482 1.75700000e+06 -2.04090000e+06 -2.21880000e+06 3.48930000e+06 1.10600000e+09 -8.60011231e-01 -6.89157076e-01
88483 -1.79300000e+06 -2.41510000e+06 -1.71400000e+06 3.46200000e+06 1.68150000e+09 -2.20942361e+00 -5.17937889e-01
88484 -1.33100000e+06 -2.25490000e+06 -2.10270000e+06 3.35820000e+06 3.94270000e+09 -2.10403075e+00 -6.76591478e-01
88493 1.77700000e+06 -2.47920000e+06 -1.60360000e+06 3.44610000e+06 1.43590000e+09 -9.48908085e-01 -4.84016016e-01
88494 -1.61400000e+06 -2.25780000e+06 -2.10760000e+06 3.48490000e+06 1.50700000e+09 -2.19142278e+00 -6.49490378e-01
88495 -1.52400000e+06 -2.38250000e+06 -1.89990000e+06 3.40710000e+06 4.05080000e+09 -2.13987127e+00 -5.91527525e-01
88503 8.00000000e+05 -2.01810000e+06 -1.51260000e+06 2.64590000e+06 1.68880000e+10 -1.19338647e+00 -6.08548252e-01
88508 -2.36000000e+06 -1.78900000e+06 -1.79210000e+06 3.46150000e+06 1.50760000e+09 -2.49295888e+00 -5.44187970e-01
88520 7.96000000e+05 -1.65410000e+06 -1.70800000e+06 2.50740000e+06 1.54850000e+10 -1.12227840e+00 -7.49378244e-01
88523 1.61700000e+06 -2.11250000e+06 -1.89180000e+06 3.26440000e+06 6.50900000e+09 -9.17484240e-01 -6.18145185e-01
88526 -2.00300000e+06 -1.88760000e+06 -2.13760000e+06 3.48490000e+06 5.97640000e+08 -2.38584703e+00 -6.60344785e-01
88537 4.14000000e+05 -1.29720000e+06 -1.74410000e+06 2.21270000e+06 1.96180000e+10 -1.26186558e+00 -9.07915274e-01
88538 5.44000000e+05 -1.44220000e+06 -1.52250000e+06 2.16660000e+06 2.25460000e+10 -1.21009697e+00 -7.79204872e-01
88545 -2.35500000e+06 -1.51170000e+06 -1.99690000e+06 3.43790000e+06 2.27200000e+09 -2.57092506e+00 -6.19771008e-01
88552 9.23000000e+05 -1.19990000e+06 -1.63840000e+06 2.23070000e+06 1.79780000e+10 -9.15100701e-01 -8.24897117e-01
88553 9.88000000e+05 -1.46270000e+06 -1.77420000e+06 2.50270000e+06 1.73290000e+10 -9.76728525e-01 -7.87957762e-01
88554 1.39500000e+06 -1.35430000e+06 -1.60270000e+06 2.51970000e+06 1.78370000e+10 -7.70595476e-01 -6.89391532e-01
88558 -2.30500000e+06 -1.06700000e+06 -2.34790000e+06 3.45890000e+06 1.66990000e+09 -2.70805748e+00 -7.46126720e-01
88559 -1.81000000e+06 -1.66730000e+06 -2.46230000e+06 3.48120000e+06 1.43690000e+09 -2.39720906e+00 -7.85690650e-01
88570 7.30000000e+05 -1.18190000e+06 -1.45680000e+06 2.01300000e+06 2.89310000e+10 -1.01750020e+00 -8.09142953e-01
88571 8.14000000e+05 -9.25400000e+05 -1.63380000e+06 2.04660000e+06 2.44910000e+10 -8.49355885e-01 -9.24466580e-01
88572 9.87000000e+05 -1.01240000e+06 -1.88320000e+06 2.35490000e+06 1.88550000e+10 -7.98101291e-01 -9.26785815e-01
88582 -1.96900000e+06 -9.10000000e+05 -1.97780000e+06 2.93550000e+06 1.17250000e+10 -2.70866970e+00 -7.39274996e-01
88590 2.41000000e+05 -5.99500000e+05 -1.53970000e+06 1.66980000e+06 2.97340000e+10 -1.18856557e+00 -1.17343795e+00
88593 9.86000000e+05 -7.12400000e+05 -1.54870000e+06 1.96930000e+06 2.65660000e+10 -6.25677567e-01 -9.04994198e-01
88594 1.26000000e+06 -9.48300000e+05 -1.88720000e+06 2.45940000e+06 1.64330000e+10 -6.45175193e-01 -8.74685121e-01
88600 -1.78800000e+06 -5.35300000e+05 -1.81620000e+06 2.60430000e+06 1.74560000e+10 -2.85070037e+00 -7.71742435e-01
88609 4.70000000e+04 -5.79500000e+05 -1.60480000e+06 1.70690000e+06 2.53050000e+10 -1.48986906e+00 -1.22316990e+00
88612 5.14000000e+05 -6.54600000e+05 -1.50260000e+06 1.71770000e+06 2.65770000e+10 -9.05137514e-01 -1.06497003e+00
88615 1.18900000e+06 -5.52600000e+05 -1.75340000e+06 2.18940000e+06 2.25840000e+10 -4.35060572e-01 -9.28727724e-01
88620 -2.64000000e+06 -6.00600000e+05 -1.81860000e+06 3.26160000e+06 6.19930000e+09 -2.91789995e+00 -5.91466625e-01
88621 -2.55900000e+06 -4.15600000e+05 -2.24150000e+06 3.42720000e+06 2.09400000e+09 -2.98059117e+00 -7.12902868e-01
88622 -2.19300000e+06 -4.36300000e+05 -1.89020000e+06 2.92790000e+06 9.61780000e+09 -2.94520575e+00 -7.01785333e-01
88629 -1.03000000e+05 -2.52800000e+05 -1.45450000e+06 1.47990000e+06 3.78870000e+10 -1.95769717e+00 -1.38525580e+00
88633 7.25000000e+05 -7.10800000e+05 -1.43520000e+06 1.75810000e+06 2.13770000e+10 -7.75508529e-01 -9.55038222e-01
88635 9.43000000e+05 -4.60800000e+05 -1.64700000e+06 1.95300000e+06 3.03000000e+10 -4.54529062e-01 -1.00342759e+00
88636 1.43000000e+06 -5.43100000e+05 -1.63610000e+06 2.23980000e+06 1.95700000e+10 -3.62963678e-01 -8.19005510e-01
88653 5.17000000e+05 -4.40200000e+05 -1.60170000e+06 1.73970000e+06 2.43640000e+10 -7.05335654e-01 -1.16980879e+00
88656 1.16600000e+06 -3.69400000e+05 -1.53830000e+06 1.96530000e+06 3.23220000e+10 -3.06806226e-01 -8.99040914e-01
88670 -3.84000000e+05 -1.59000000e+04 -1.44220000e+06 1.49260000e+06 3.67300000e+10 -3.10021004e+00 -1.31018803e+00
88688 -2.08200000e+06 1.16800000e+05 -1.95100000e+06 2.85570000e+06 1.29780000e+10 3.08555149e+00 -7.52129046e-01
88696 -5.49000000e+05 9.85000000e+04 -1.36980000e+06 1.47900000e+06 3.99120000e+10 2.96406436e+00 -1.18411671e+00
88697 -4.10000000e+05 2.01000000e+05 -1.41970000e+06 1.49140000e+06 3.72570000e+10 2.68578034e+00 -1.25945773e+00
88711 -2.51700000e+06 2.26000000e+05 -1.89460000e+06 3.15850000e+06 6.00340000e+09 3.05204336e+00 -6.43303245e-01
88713 -1.81400000e+06 1.79300000e+05 -1.62680000e+06 2.44320000e+06 1.95970000e+10 3.04307033e+00 -7.28629930e-01
88715 -1.70300000e+06 4.12500000e+05 -1.67920000e+06 2.42700000e+06 1.80350000e+10 2.90395001e+00 -7.64093780e-01
88733 -2.74600000e+06 5.97900000e+05 -2.05390000e+06 3.48090000e+06 1.04560000e+09 2.92720392e+00 -6.31118974e-01
88734 -2.42800000e+06 6.10900000e+05 -2.45860000e+06 3.50900000e+06 1.80910000e+09 2.89510279e+00 -7.76315734e-01
88737 -1.06700000e+06 7.49700000e+05 -1.57880000e+06 2.04770000e+06 2.32260000e+10 2.52910767e+00 -8.80427795e-01
88739 -7.79000000e+05 4.99600000e+05 -1.46980000e+06 1.73690000e+06 2.28520000e+10 2.57133293e+00 -1.00885119e+00
88740 -5.65000000e+05 3.94200000e+05 -1.55100000e+06 1.69720000e+06 2.60280000e+10 2.53241258e+00 -1.15268668e+00
88754 -2.26500000e+06 8.32200000e+05 -1.92070000e+06 3.08420000e+06 9.76160000e+09 2.78948642e+00 -6.72258528e-01
88772 -2.06700000e+06 1.09000000e+06 -1.90810000e+06 3.01690000e+06 1.03480000e+10 2.65631748e+00 -6.84738419e-01
88774 -1.45800000e+06 1.01950000e+06 -1.67180000e+06 2.44130000e+06 1.65440000e+10 2.53137322e+00 -7.54327955e-01
88794 -1.36200000e+06 1.07000000e+06 -1.97550000e+06 2.62730000e+06 1.43520000e+10 2.47568827e+00 -8.50958433e-01
88827 -2.34400000e+06 1.29410000e+06 -1.82730000e+06 3.24160000e+06 4.46680000e+09 2.63714591e+00 -5.98862283e-01
88912 -1.08800000e+06 -3.06380000e+06 -1.21690000e+06 3.47150000e+06 9.26190000e+08 -1.91202026e+00 -3.58147747e-01
88915 -3.21000000e+05 -2.84020000e+06 -1.95820000e+06 3.46470000e+06 9.62990000e+08 -1.68333897e+00 -6.00658724e-01
88917 2.83000000e+05 -2.78860000e+06 -2.03230000e+06 3.46220000e+06 1.18420000e+09 -1.46965797e+00 -6.27344180e-01
88918 8.89000000e+05 -2.49830000e+06 -1.68460000e+06 3.14160000e+06 6.63100000e+09 -1.22892659e+00 -5.65956690e-01
88930 1.13500000e+06 -2.29290000e+06 -1.84250000e+06 3.15290000e+06 6.37170000e+09 -1.11115163e+00 -6.24119055e-01
88932 1.29900000e+06 -2.45200000e+06 -1.35940000e+06 3.08990000e+06 6.61570000e+09 -1.08361606e+00 -4.55542452e-01
88933 -2.12600000e+06 -1.94360000e+06 -1.89320000e+06 3.44700000e+06 3.13390000e+09 -2.40098464e+00 -5.81443998e-01
88936 -1.07100000e+06 -2.38770000e+06 -1.94290000e+06 3.25930000e+06 6.98080000e+09 -1.99244279e+00 -6.38646919e-01
88945 9.28000000e+05 -2.21300000e+06 -1.36800000e+06 2.76230000e+06 1.47790000e+10 -1.17372928e+00 -5.18110462e-01
88946 1.16400000e+06 -2.21050000e+06 -1.23860000e+06 2.78840000e+06 1.36360000e+10 -1.08611333e+00 -4.60278220e-01
88947 1.36200000e+06 -2.18490000e+06 -1.44320000e+06 2.95160000e+06 1.05300000e+10 -1.01337037e+00 -5.10891544e-01
88950 -1.93400000e+06 -2.44270000e+06 -1.32070000e+06 3.38400000e+06 3.44700000e+09 -2.24048455e+00 -4.00933277e-01
88951 -1.79200000e+06 -2.15580000e+06 -1.53120000e+06 3.19430000e+06 6.04450000e+09 -2.26430143e+00 -4.99918312e-01
88952 -1.52500000e+06 -2.24330000e+06 -1.65160000e+06 3.17580000e+06 5.01560000e+09 -2.16783763e+00 -5.46918782e-01
88961 8.50000000e+05 -1.75760000e+06 -1.42140000e+06 2.41500000e+06 1.86940000e+10 -1.12034322e+00 -6.29290641e-01
88967 -2.12500000e+06 -1.80630000e+06 -1.63400000e+06 3.23240000e+06 7.25340000e+09 -2.43708493e+00 -5.29969174e-01
88968 -2.05800000e+06 -2.13280000e+06 -1.66960000e+06 3.40170000e+06 2.80410000e+09 -2.33834776e+00 -5.13023112e-01
88979 4.25000000e+05 -1.26190000e+06 -1.40500000e+06 1.93580000e+06 3.36340000e+10 -1.24593466e+00 -8.12193898e-01
88981 6.71000000e+05 -1.62780000e+06 -1.28190000e+06 2.17790000e+06 1.89140000e+10 -1.17980621e+00 -6.29319202e-01
88982 1.06500000e+06 -1.65850000e+06 -1.55300000e+06 2.50930000e+06 1.68290000e+10 -9.99961834e-01 -6.67338566e-01
88983 1.59400000e+06 -2.07550000e+06 -1.31240000e+06 2.92760000e+06 1.19900000e+10 -9.15869546e-01 -4.64846154e-01
88999 1.28100000e+06 -1.84420000e+06 -1.49390000e+06 2.69700000e+06 1.53500000e+10 -9.63696893e-01 -5.87055313e-01
89001 1.51400000e+06 -1.96630000e+06 -1.57280000e+06 2.93810000e+06 1.02780000e+10 -9.14633892e-01 -5.64877010e-01
89005 -2.54800000e+06 -1.34820000e+06 -1.91700000e+06 3.46190000e+06 1.65060000e+09 -2.65492065e+00 -5.86851634e-01
89018 1.10800000e+06 -9.93500000e+05 -1.63690000e+06 2.21230000e+06 2.36350000e+10 -7.30967091e-01 -8.32934617e-01
89036 6.37000000e+05 -9.05700000e+05 -1.37980000e+06 1.76920000e+06 2.29400000e+10 -9.57843376e-01 -8.94506863e-01
89037 9.37000000e+05 -9.95900000e+05 -1.41140000e+06 1.96520000e+06 3.21090000e+10 -8.15861084e-01 -8.01207184e-01
89044 -2.72800000e+06 -1.16250000e+06 -1.80730000e+06 3.47270000e+06 7.18260000e+08 -2.73875989e+00 -5.47355366e-01
89047 -1.70000000e+06 -9.82100000e+05 -1.79090000e+06 2.65740000e+06 1.64050000e+10 -2.61772721e+00 -7.39514634e-01
89063 -2.55500000e+06 -1.45000000e+05 -2.33220000e+06 3.46240000e+06 8.27100000e+08 -3.08490200e+00 -7.39040472e-01
89076 1.21800000e+06 -6.02700000e+05 -1.42850000e+06 1.97170000e+06 3.05270000e+10 -4.59501123e-01 -8.10311182e-01
89096 6.25000000e+05 -4.39700000e+05 -1.31030000e+06 1.51690000e+06 3.61750000e+10 -6.13084476e-01 -1.04276608e+00
89104 -2.82100000e+06 6.22000000e+04 -2.09500000e+06 3.51440000e+06 4.89330000e+08 3.11954731e+00 -6.38658416e-01
89116 2.83000000e+05 -2.59800000e+05 -1.22500000e+06 1.28390000e+06 4.37090000e+10 -7.42682821e-01 -1.26672078e+00
89130 -2.22300000e+06 -1.83000000e+05 -1.80540000e+06 2.86960000e+06 1.06020000e+10 -3.05945667e+00 -6.80455212e-01
89138 -2.07000000e+05 1.67000000e+04 -1.28980000e+06 1.30640000e+06 4.38110000e+10 3.06109068e+00 -1.41121139e+00
89154 -2.83400000e+06 2.15600000e+05 -1.38480000e+06 3.16160000e+06 4.16100000e+09 3.06566269e+00 -4.53379464e-01
89174 -2.57500000e+06 9.60000000e+04 -1.59150000e+06 3.02870000e+06 9.29410000e+09 3.10432836e+00 -5.53270929e-01
89175 -2.23900000e+06 4.29100000e+05 -1.44240000e+06 2.69780000e+06 1.37860000e+10 2.95224055e+00 -5.64102840e-01
89180 -9.11000000e+05 6.38100000e+05 -1.37520000e+06 1.76870000e+06 2.32240000e+10 2.53057207e+00 -8.90712828e-01
89182 -5.58000000e+05 2.91800000e+05 -1.31170000e+06 1.45500000e+06 3.74870000e+10 2.65976265e+00 -1.12325086e+00
89199 -2.43300000e+06 3.52600000e+05 -1.64690000e+06 2.95910000e+06 1.03770000e+10 2.99767070e+00 -5.90232688e-01
89219 -2.44000000e+06 7.46300000e+05 -1.71950000e+06 3.07690000e+06 7.08800000e+09 2.84476782e+00 -5.92988368e-01
89220 -2.02100000e+06 5.54100000e+05 -1.56120000e+06 2.61320000e+06 1.70000000e+10 2.87399713e+00 -6.40290519e-01
89225 -9.04000000e+05 6.62300000e+05 -1.36640000e+06 1.76720000e+06 2.30800000e+10 2.50929956e+00 -8.83872629e-01
89242 -2.59500000e+06 1.15250000e+06 -2.05570000e+06 3.50550000e+06 1.67050000e+09 2.72363652e+00 -6.26633670e-01
89244 -2.09900000e+06 8.14200000e+05 -1.70710000e+06 2.82540000e+06 1.06200000e+10 2.77156150e+00 -6.48758543e-01
89265 -2.51700000e+06 1.21280000e+06 -1.58630000e+06 3.21290000e+06 6.22310000e+09 2.69257549e+00 -5.16371978e-01
89267 -2.08900000e+06 1.34450000e+06 -1.72290000e+06 3.02330000e+06 1.16300000e+10 2.56972309e+00 -6.06352487e-01
89269 -1.35600000e+06 7.77400000e+05 -1.54760000e+06 2.19960000e+06 2.27800000e+10 2.62103402e+00 -7.80426373e-01
89304 -2.27500000e+06 1.71640000e+06 -1.46030000e+06 3.20220000e+06 6.08640000e+09 2.49524227e+00 -4.73529479e-01
89305 -2.07500000e+06 1.52370000e+06 -1.46990000e+06 2.96450000e+06 9.36820000e+09 2.50820689e+00 -5.18794978e-01
89306 -1.84400000e+06 1.43890000e+06 -1.71030000e+06 2.89760000e+06 1.10800000e+10 2.47897083e+00 -6.31364919e-01
89403 1.60000000e+05 -3.09800000e+06 -1.53310000e+06 3.46030000e+06 1.78540000e+09 -1.51919595e+00 -4.59002496e-01
89409 -1.11100000e+06 -2.67740000e+06 -1.88800000e+06 3.45940000e+06 1.14110000e+09 -1.96412793e+00 -5.77295092e-01
89410 -1.31300000e+06 -2.70060000e+06 -1.65450000e+06 3.42850000e+06 2.62770000e+09 -2.02333361e+00 -5.03589532e-01
89416 1.47000000e+05 -2.77430000e+06 -1.61420000e+06 3.21310000e+06 5.13780000e+09 -1.51785949e+00 -5.26350166e-01
89417 5.59000000e+05 -2.76060000e+06 -2.06190000e+06 3.49070000e+06 1.34140000e+09 -1.37100556e+00 -6.31906037e-01
89421 -1.99200000e+06 -2.38120000e+06 -1.57190000e+06 3.47980000e+06 1.48280000e+09 -2.26743173e+00 -4.68693834e-01
89422 -1.38900000e+06 -2.87010000e+06 -9.62830000e+05 3.33070000e+06 5.98600000e+09 -2.02152595e+00 -2.93262921e-01
89435 -1.51300000e+06 -2.69900000e+06 -1.44170000e+06 3.41360000e+06 1.65450000e+09 -2.08172455e+00 -4.36025364e-01
89447 1.60900000e+06 -2.37010000e+06 -1.38380000e+06 3.18140000e+06 6.40410000e+09 -9.74389827e-01 -4.50000227e-01
89461 8.94000000e+05 -1.70470000e+06 -1.10800000e+06 2.22100000e+06 1.75870000e+10 -1.08779435e+00 -5.22299510e-01
89479 6.49000000e+05 -1.82050000e+06 -1.03120000e+06 2.19060000e+06 2.34050000e+10 -1.22834666e+00 -4.90127759e-01
89480 1.16300000e+06 -1.71750000e+06 -1.25920000e+06 2.42650000e+06 1.83780000e+10 -9.75573149e-01 -5.45606629e-01
89481 1.49800000e+06 -1.79410000e+06 -1.30720000e+06 2.67800000e+06 1.30870000e+10 -8.75099388e-01 -5.09940671e-01
89484 -2.29800000e+06 -2.04940000e+06 -1.62290000e+06 3.48060000e+06 9.53820000e+08 -2.41331589e+00 -4.85069884e-01
89497 6.87000000e+05 -1.36440000e+06 -1.26470000e+06 1.98320000e+06 2.90550000e+10 -1.10433826e+00 -6.91517399e-01
89498 6.47000000e+05 -1.53800000e+06 -1.02430000e+06 1.95790000e+06 2.97050000e+10 -1.17259367e+00 -5.50557667e-01
89499 9.72000000e+05 -1.52880000e+06 -1.29870000e+06 2.22910000e+06 2.34480000e+10 -1.00447353e+00 -6.21938556e-01
89502 1.73300000e+06 -1.83380000e+06 -1.44750000e+06 2.90890000e+06 1.21090000e+10 -8.13651269e-01 -5.20842133e-01
89519 7.61000000e+05 -9.22500000e+05 -1.22120000e+06 1.70930000e+06 2.62070000e+10 -8.81036596e-01 -7.95829877e-01
89521 1.10900000e+06 -1.04580000e+06 -1.19490000e+06 1.93690000e+06 3.40330000e+10 -7.56076701e-01 -6.64815105e-01
89525 -2.92300000e+06 -1.50180000e+06 -1.21060000e+06 3.50210000e+06 1.06300000e+09 -2.66697621e+00 -3.52961559e-01
89526 -2.25800000e+06 -1.09680000e+06 -1.52980000e+06 2.93970000e+06 9.74730000e+09 -2.68941832e+00 -5.47311391e-01
89544 -2.84000000e+06 -1.15780000e+06 -1.52980000e+06 3.42730000e+06 3.15110000e+09 -2.75448655e+00 -4.62690348e-01
89545 -2.66500000e+06 -1.08380000e+06 -1.26930000e+06 3.14450000e+06 8.49860000e+09 -2.75534166e+00 -4.15510647e-01
89561 7.05000000e+05 -7.81600000e+05 -1.09590000e+06 1.51950000e+06 3.77790000e+10 -8.36879608e-01 -8.05567817e-01
89570 -2.67900000e+06 -9.01200000e+05 -1.71970000e+06 3.30860000e+06 6.30700000e+09 -2.81708987e+00 -5.46577805e-01
89571 -2.46300000e+06 -8.35000000e+05 -1.91260000e+06 3.22830000e+06 5.52480000e+09 -2.81473514e+00 -6.34094201e-01
89572 -2.41100000e+06 -8.71300000e+05 -1.60930000e+06 3.02690000e+06 8.38940000e+09 -2.79481124e+00 -5.60566474e-01
89586 1.45800000e+06 -7.31400000e+05 -1.41400000e+06 2.15870000e+06 2.32130000e+10 -4.64963614e-01 -7.14214193e-01
89591 -3.07100000e+06 -5.03200000e+05 -1.57380000e+06 3.48730000e+06 1.01960000e+09 -2.97918048e+00 -4.68215653e-01
89592 -2.87400000e+06 -6.05300000e+05 -1.35690000e+06 3.23540000e+06 6.03700000e+09 -2.93401401e+00 -4.32775171e-01
89593 -2.31900000e+06 -6.16700000e+05 -1.46390000e+06 2.81090000e+06 1.29440000e+10 -2.88167479e+00 -5.47780836e-01
89617 -2.52300000e+06 -4.15700000e+05 -1.39300000e+06 2.91190000e+06 1.25220000e+10 -2.97829562e+00 -4.98811066e-01
89618 -2.06100000e+06 -5.78900000e+05 -1.38480000e+06 2.54960000e+06 1.47460000e+10 -2.86776527e+00 -5.74177085e-01
89641 -2.77800000e+06 -4.38500000e+05 -1.56590000e+06 3.21900000e+06 6.30520000e+09 -2.98503699e+00 -5.08028200e-01
89642 -2.30900000e+06 -4.87000000e+04 -1.25040000e+06 2.62630000e+06 1.90770000e+10 -3.12050440e+00 -4.96222515e-01
89652 -8.20000000e+04 -2.38000000e+04 -1.16230000e+06 1.16550000e+06 4.86010000e+10 -2.85911026e+00 -1.49667669e+00
89687 -2.12200000e+06 1.70100000e+05 -1.23410000e+06 2.46070000e+06 1.64670000e+10 3.06160346e+00 -5.25359385e-01
89696 -2.66000000e+05 3.52600000e+05 -1.15070000e+06 1.23260000e+06 4.55980000e+10 2.21710489e+00 -1.20420648e+00
89720 -8.77000000e+05 4.25600000e+05 -1.14230000e+06 1.50170000e+06 3.78570000e+10 2.68978153e+00 -8.64346538e-01
89738 -7.66000000e+05 5.43300000e+05 -1.19390000e+06 1.51900000e+06 3.58600000e+10 2.52467298e+00 -9.04275794e-01
89755 -2.54400000e+06 8.27200000e+05 -1.28700000e+06 2.96860000e+06 1.08380000e+10 2.82721855e+00 -4.48414906e-01
89757 -1.91900000e+06 8.23300000e+05 -1.48790000e+06 2.56400000e+06 1.61630000e+10 2.73631729e+00 -6.19102183e-01
89780 -2.77300000e+06 1.03780000e+06 -1.86070000e+06 3.49700000e+06 7.18280000e+08 2.78347818e+00 -5.61060773e-01
89783 -1.61700000e+06 9.98000000e+05 -1.20760000e+06 2.25150000e+06 2.13920000e+10 2.58862755e+00 -5.66110667e-01
89802 -2.79300000e+06 1.18290000e+06 -1.63960000e+06 3.44800000e+06 2.15920000e+09 2.74097362e+00 -4.95557366e-01
89804 -2.10000000e+06 1.22170000e+06 -1.26010000e+06 2.73690000e+06 1.46710000e+10 2.61469147e+00 -4.78458601e-01
89805 -1.83300000e+06 1.06390000e+06 -1.36310000e+06 2.51990000e+06 1.66010000e+10 2.61569866e+00 -5.71547405e-01
89821 -2.38000000e+06 1.47780000e+06 -1.57770000e+06 3.21520000e+06 7.37460000e+09 2.58592950e+00 -5.12893428e-01
89844 -2.00400000e+06 1.81640000e+06 -1.35270000e+06 3.02410000e+06 1.06400000e+10 2.40525988e+00 -4.63751635e-01
89845 -1.80800000e+06 1.58670000e+06 -1.39160000e+06 2.77910000e+06 1.19710000e+10 2.42129223e+00 -5.24450749e-01
89926 -6.50000000e+04 -3.29210000e+06 -1.09680000e+06 3.47060000e+06 7.01800000e+08 -1.59053800e+00 -3.21537932e-01
89928 1.66000000e+05 -3.26230000e+06 -9.74500000e+05 3.40880000e+06 3.23580000e+09 -1.51995583e+00 -2.89922258e-01
89932 -1.71900000e+06 -2.64550000e+06 -1.25500000e+06 3.39540000e+06 3.75000000e+09 -2.14701874e+00 -3.78597570e-01
89935 1.70000000e+05 -2.94790000e+06 -1.82460000e+06 3.47110000e+06 1.75830000e+09 -1.51319196e+00 -5.53484524e-01
89943 1.26200000e+06 -3.03730000e+06 -1.02240000e+06 3.44430000e+06 2.04240000e+09 -1.17699918e+00 -3.01379964e-01
89954 1.48900000e+06 -2.57570000e+06 -1.21170000e+06 3.21240000e+06 8.22470000e+09 -1.04663898e+00 -3.86765292e-01
89970 1.46500000e+06 -2.26410000e+06 -1.16180000e+06 2.93640000e+06 9.39980000e+09 -9.96493328e-01 -4.06780441e-01
89986 1.26600000e+06 -2.12650000e+06 -9.96630000e+05 2.66800000e+06 1.39170000e+10 -1.03380705e+00 -3.82832559e-01
