# ID x y z r p longitude latitude
46223 4.28890000e+06 -3.04850000e+06 -1.13950000e+05 5.26320000e+06 3.80020000e+10 -6.17929807e-01 -2.16520185e-02
46226 -4.70030000e+06 -3.82700000e+06 1.18930000e+06 6.17680000e+06 2.53190000e+09 -2.45825094e+00 1.93753047e-01
46227 -4.75260000e+06 -3.11960000e+06 3.27560000e+05 5.69440000e+06 2.31070000e+10 -2.56073244e+00 5.75549512e-02
46317 -5.46840000e+06 -2.60740000e+06 -3.61630000e+05 6.06900000e+06 7.96510000e+09 -2.69666674e+00 -5.96217399e-02
46510 -5.58510000e+06 -2.42130000e+06 7.35480000e+05 6.13160000e+06 5.73730000e+09 -2.73252053e+00 1.20238628e-01
46511 -5.74410000e+06 -2.26140000e+06 -1.34760000e+04 6.17320000e+06 2.25390000e+09 -2.76653694e+00 -2.18298625e-03
46605 -5.69930000e+06 -2.32490000e+06 5.11890000e+05 6.17650000e+06 3.06110000e+09 -2.75427114e+00 8.29722033e-02
48037 -3.19600000e+05 -5.84650000e+06 1.01910000e+06 5.94330000e+06 1.38950000e+10 -1.62540716e+00 1.72321976e-01
48039 1.24030000e+06 -5.89130000e+06 8.44780000e+05 6.07940000e+06 8.40250000e+09 -1.36329582e+00 1.39408918e-01
48041 -2.72700000e+05 -5.93840000e+06 1.61120000e+06 6.15910000e+06 4.04380000e+09 -1.61668555e+00 2.64676101e-01
48051 -1.26080000e+06 -5.69200000e+06 1.03070000e+06 5.92040000e+06 1.48940000e+10 -1.78878062e+00 1.74984594e-01
48057 7.24830000e+05 -5.94360000e+06 1.06580000e+06 6.08180000e+06 7.92500000e+09 -1.44944420e+00 1.76153772e-01
48061 4.90220000e+05 -5.97390000e+06 1.16920000e+06 6.10700000e+06 7.43930000e+09 -1.48891949e+00 1.92641739e-01
48077 6.20900000e+05 -5.74720000e+06 6.56440000e+05 5.81780000e+06 1.85320000e+10 -1.46317851e+00 1.13073830e-01
48088 -1.64850000e+06 -5.34690000e+06 8.60810000e+05 5.66110000e+06 1.83260000e+10 -1.86985896e+00 1.52649163e-01
48179 -3.36500000e+05 -4.06440000e+06 3.44080000e+05 4.09280000e+06 8.69880000e+10 -1.65339998e+00 8.41689316e-02
48210 -9.84200000e+05 -4.04350000e+06 3.24280000e+05 4.17420000e+06 7.94720000e+10 -1.80955647e+00 7.77650983e-02
48239 -2.75000000e+06 -4.34340000e+06 3.81160000e+05 5.15490000e+06 3.99710000e+10 -2.13523096e+00 7.40088416e-02
48274 -4.30300000e+06 -3.96880000e+06 9.44040000e+05 5.92950000e+06 1.17870000e+10 -2.39657486e+00 1.59891130e-01
48275 -3.72080000e+06 -3.79700000e+06 1.57660000e+05 5.31850000e+06 3.69030000e+10 -2.34605889e+00 2.96480398e-02
48276 -3.90680000e+06 -3.69430000e+06 -8.98980000e+03 5.37690000e+06 3.12750000e+10 -2.38414369e+00 -1.67193070e-03
48353 -4.74080000e+06 -3.89900000e+06 9.17080000e+05 6.20630000e+06 2.24150000e+09 -2.45332073e+00 1.48309073e-01
48356 -3.91580000e+06 -3.62950000e+06 4.59970000e+05 5.35890000e+06 3.15470000e+10 -2.39412045e+00 8.59386571e-02
48397 -4.32170000e+06 -3.34110000e+06 5.57950000e+05 5.49100000e+06 2.99460000e+10 -2.48347162e+00 1.01787402e-01
48443 -5.48420000e+06 -2.86360000e+06 4.73970000e+05 6.20490000e+06 3.35380000e+09 -2.66037889e+00 7.64608843e-02
48488 -5.40020000e+06 -2.99740000e+06 -5.96110000e+05 6.20500000e+06 3.76190000e+09 -2.63487786e+00 -9.62176916e-02
48489 -4.57960000e+06 -3.12200000e+06 5.20520000e+05 5.56690000e+06 2.86620000e+10 -2.54324152e+00 9.36394514e-02
48534 -4.80170000e+06 -2.96900000e+06 1.61130000e+04 5.64550000e+06 2.45610000e+10 -2.58780942e+00 2.85413548e-03
48535 -4.59480000e+06 -3.07310000e+06 1.41200000e+05 5.52960000e+06 2.80280000e+10 -2.55209988e+00 2.55380768e-02
48669 -5.61350000e+06 -2.44790000e+06 -1.44000000e+05 6.12570000e+06 6.31230000e+09 -2.73037995e+00 -2.35096831e-02
48714 -5.73730000e+06 -2.22350000e+06 2.44770000e+05 6.15800000e+06 4.62510000e+09 -2.77186347e+00 3.97587689e-02
48715 -5.27120000e+06 -2.33800000e+06 2.61670000e+05 5.77240000e+06 2.11750000e+10 -2.72412194e+00 4.53467711e-02
50300 -5.92900000e+05 -5.87500000e+06 9.05110000e+05 5.97380000e+06 1.55290000e+10 -1.67137494e+00 1.52099043e-01
50310 -9.84200000e+05 -5.95270000e+06 1.24450000e+06 6.16050000e+06 3.93260000e+09 -1.73465074e+00 2.03412683e-01
50313 -1.09240000e+06 -5.54260000e+06 8.50960000e+05 5.71300000e+06 1.98630000e+10 -1.76539381e+00 1.49507874e-01
50351 -1.39770000e+06 -5.58410000e+06 1.26400000e+06 5.89350000e+06 1.36450000e+10 -1.81605728e+00 2.16152829e-01
50402 -2.86400000e+06 -5.27900000e+06 1.19720000e+06 6.12400000e+06 3.45840000e+09 -2.06788401e+00 1.96760269e-01
50433 -2.67750000e+06 -4.68940000e+06 8.61180000e+05 5.46820000e+06 3.29160000e+10 -2.08959560e+00 1.58147153e-01
50535 -4.04450000e+06 -3.91290000e+06 5.22150000e+05 5.65170000e+06 2.54640000e+10 -2.37273105e+00 9.25200693e-02
50575 -3.72480000e+06 -3.84860000e+06 4.45300000e+05 5.37440000e+06 2.82200000e+10 -2.33984926e+00 8.29508566e-02
50582 -1.88320000e+06 -3.15880000e+06 5.48100000e+05 3.71820000e+06 1.04440000e+11 -2.10839914e+00 1.47949189e-01
50621 -2.03790000e+06 -3.06160000e+06 7.13410000e+05 3.74640000e+06 1.01110000e+11 -2.15808252e+00 1.91595534e-01
50653 -4.65320000e+06 -3.49520000e+06 1.05540000e+06 5.91460000e+06 1.40980000e+10 -2.49736298e+00 1.79400567e-01
50654 -4.14270000e+06 -3.64400000e+06 6.24490000e+05 5.55250000e+06 2.64630000e+10 -2.42015224e+00 1.12708534e-01
50693 -5.22260000e+06 -3.07930000e+06 1.21070000e+06 6.18250000e+06 1.15830000e+09 -2.60884749e+00 1.97100637e-01
50695 -4.77230000e+06 -3.40520000e+06 8.24100000e+05 5.92030000e+06 1.59800000e+10 -2.52184087e+00 1.39652521e-01
50784 -5.20670000e+06 -2.86930000e+06 3.43950000e+05 5.95490000e+06 1.16310000e+10 -2.63792186e+00 5.77913199e-02
50785 -5.40290000e+06 -2.87630000e+06 7.62970000e+05 6.16820000e+06 1.86220000e+09 -2.65239167e+00 1.24011725e-01
50831 -5.07910000e+06 -2.71160000e+06 1.60370000e+05 5.75980000e+06 1.88090000e+10 -2.65121440e+00 2.78465794e-02
50879 -5.30240000e+06 -2.84090000e+06 2.33700000e+04 6.01550000e+06 1.36350000e+10 -2.64973533e+00 3.88497362e-03
50971 -5.39500000e+06 -2.64230000e+06 3.06100000e+05 6.01510000e+06 1.26240000e+10 -2.68616385e+00 5.09105866e-02
52533 -1.03180000e+06 -5.83380000e+06 1.00590000e+06 6.00910000e+06 1.08860000e+10 -1.74585182e+00 1.68187922e-01
52538 1.19530000e+06 -6.00940000e+06 1.06690000e+06 6.21930000e+06 3.00090000e+09 -1.37445383e+00 1.72399365e-01
52539 -5.94000000e+04 -5.73970000e+06 1.53900000e+06 5.94280000e+06 1.48360000e+10 -1.58114493e+00 2.61954466e-01
52548 9.99000000e+04 -5.76550000e+06 1.31750000e+06 5.91500000e+06 1.31520000e+10 -1.55347086e+00 2.24622949e-01
52550 1.15950000e+06 -5.91790000e+06 1.38670000e+06 6.18780000e+06 0.00000000e+00 -1.37731632e+00 2.26021775e-01
52553 1.78380000e+06 -5.73420000e+06 1.44900000e+06 6.17760000e+06 2.15930000e+09 -1.26920484e+00 2.36762942e-01
52561 -1.41260000e+06 -5.72120000e+06 1.92320000e+06 6.19890000e+06 3.36860000e+09 -1.81286111e+00 3.15454517e-01
52571 9.41510000e+05 -5.75730000e+06 1.43050000e+06 6.00660000e+06 1.23460000e+10 -1.40869792e+00 2.40465436e-01
52584 -1.81380000e+06 -5.54030000e+06 9.93280000e+05 5.91370000e+06 1.35400000e+10 -1.88718205e+00 1.68762469e-01
52611 -2.51290000e+06 -5.02510000e+06 8.94570000e+05 5.68920000e+06 2.22740000e+10 -2.03449965e+00 1.57895296e-01
52636 -3.34510000e+06 -4.62510000e+06 1.42150000e+06 5.88230000e+06 1.27230000e+10 -2.19695599e+00 2.44073280e-01
52668 -2.62500000e+06 -5.38910000e+06 1.33640000e+06 6.14160000e+06 3.14800000e+09 -2.02406619e+00 2.19352845e-01
52743 -2.13320000e+06 -3.76190000e+06 7.31870000e+05 4.38610000e+06 7.26650000e+10 -2.08663838e+00 1.67645396e-01
52980 -4.90590000e+06 -3.37930000e+06 3.69330000e+05 5.96860000e+06 1.69930000e+10 -2.53840704e+00 6.19183897e-02
52981 -4.95420000e+06 -3.13820000e+06 8.25690000e+05 5.92230000e+06 1.41060000e+10 -2.57694547e+00 1.39876170e-01
53026 -4.84510000e+06 -3.01130000e+06 5.85810000e+05 5.73460000e+06 2.16780000e+10 -2.58550368e+00 1.02332102e-01
53067 -5.27060000e+06 -3.09970000e+06 8.54710000e+05 6.17400000e+06 1.53330000e+09 -2.60996063e+00 1.38883038e-01
53207 -5.29090000e+06 -2.55790000e+06 7.70670000e+04 5.87730000e+06 1.47040000e+10 -2.69127028e+00 1.31130296e-02
54783 -4.97700000e+05 -5.50470000e+06 2.10580000e+06 5.91470000e+06 1.14890000e+10 -1.66096481e+00 3.64014135e-01
54784 -8.39600000e+05 -5.89940000e+06 1.59760000e+06 6.16930000e+06 4.06630000e+09 -1.71216651e+00 2.61944994e-01
54791 1.36200000e+06 -5.77790000e+06 1.53530000e+06 6.13160000e+06 6.10560000e+09 -1.33929668e+00 2.53084528e-01
54792 1.79950000e+06 -5.61300000e+06 1.70500000e+06 6.13600000e+06 5.62770000e+09 -1.26055370e+00 2.81574324e-01
54812 2.03980000e+06 -5.50160000e+06 2.02160000e+06 6.20610000e+06 8.49180000e+08 -1.21574381e+00 3.31798569e-01
54816 -2.04220000e+06 -5.73640000e+06 1.03860000e+06 6.17700000e+06 4.03260000e+09 -1.91281276e+00 1.68942373e-01
54818 -2.14430000e+06 -5.45310000e+06 9.64570000e+05 5.93840000e+06 1.49690000e+10 -1.94544933e+00 1.63152125e-01
54898 -4.44050000e+06 -3.99950000e+06 1.70870000e+06 6.21560000e+06 2.80390000e+09 -2.40839820e+00 2.78490975e-01
54899 -3.15210000e+06 -4.74710000e+06 1.60570000e+06 5.92020000e+06 1.25680000e+10 -2.15695425e+00 2.74664414e-01
54960 -4.10070000e+06 -3.81500000e+06 1.34050000e+06 5.75910000e+06 1.92460000e+10 -2.39227166e+00 2.34916792e-01
54997 -3.90800000e+06 -4.19470000e+06 1.17360000e+06 5.85200000e+06 1.50760000e+10 -2.32082598e+00 2.01916050e-01
55119 -5.01770000e+06 -3.30880000e+06 1.29480000e+06 6.14830000e+06 3.14890000e+09 -2.55861984e+00 2.12183364e-01
55160 -4.66740000e+06 -3.14690000e+06 7.87880000e+05 5.68400000e+06 2.01410000e+10 -2.54837232e+00 1.39061416e-01
55203 -4.83640000e+06 -3.24130000e+06 1.05050000e+06 5.91610000e+06 1.47040000e+10 -2.55115577e+00 1.78512900e-01
56990 -1.54450000e+06 -5.81710000e+06 1.21740000e+06 6.14050000e+06 5.14540000e+09 -1.83031882e+00 1.99579781e-01
56994 -2.03700000e+05 -5.47090000e+06 1.63970000e+06 5.71500000e+06 2.02920000e+10 -1.60801250e+00 2.91001368e-01
57002 -1.92430000e+06 -5.75430000e+06 1.27640000e+06 6.20030000e+06 1.97870000e+09 -1.89351628e+00 2.07343478e-01
57006 -1.15090000e+06 -5.32190000e+06 6.87220000e+05 5.48810000e+06 2.71180000e+10 -1.78377397e+00 1.25549595e-01
57009 -8.78400000e+05 -5.47450000e+06 1.44340000e+06 5.72930000e+06 2.01540000e+10 -1.72989326e+00 2.54677213e-01
57010 -5.14500000e+05 -5.76450000e+06 1.26730000e+06 5.92460000e+06 1.08370000e+10 -1.65981364e+00 2.15570477e-01
57020 9.34050000e+05 -5.81690000e+06 1.85920000e+06 6.17780000e+06 3.81410000e+09 -1.41158025e+00 3.05687168e-01
57024 -1.84080000e+06 -5.29450000e+06 1.15680000e+06 5.72350000e+06 2.15490000e+10 -1.90540423e+00 2.03516083e-01
57136 -3.85630000e+06 -4.48300000e+06 1.75180000e+06 6.16740000e+06 4.75650000e+09 -2.28118529e+00 2.88007020e-01
57138 -3.34000000e+06 -4.58870000e+06 1.74060000e+06 5.93650000e+06 1.53100000e+10 -2.19998642e+00 2.97575436e-01
57167 3.78690000e+06 -3.99340000e+06 1.27960000e+06 5.65020000e+06 2.18050000e+10 -8.11933327e-01 2.28451840e-01
57172 -4.49070000e+06 -3.65450000e+06 2.03600000e+06 6.13740000e+06 5.00790000e+09 -2.45849778e+00 3.38143788e-01
57239 3.70920000e+06 -3.80010000e+06 1.07050000e+06 5.41710000e+06 2.70220000e+10 -7.97502562e-01 1.98924302e-01
57240 4.06220000e+06 -3.98950000e+06 1.49840000e+06 5.88750000e+06 1.57780000e+10 -7.76369260e-01 2.57336132e-01
57244 -3.99300000e+06 -4.09690000e+06 1.40630000e+06 5.89120000e+06 1.43380000e+10 -2.34335202e+00 2.41039267e-01
57320 -4.52220000e+06 -3.59780000e+06 1.27990000e+06 5.91880000e+06 1.55100000e+10 -2.46954884e+00 2.17964935e-01
57776 -5.76110000e+06 -2.03480000e+06 4.35150000e+05 6.12540000e+06 6.62250000e+09 -2.80207307e+00 7.11001481e-02
59197 -7.78900000e+05 -5.61710000e+06 1.68470000e+06 5.91580000e+06 1.53810000e+10 -1.70858354e+00 2.88776649e-01
59198 -1.04260000e+06 -5.63100000e+06 1.57830000e+06 5.94020000e+06 1.40490000e+10 -1.75387662e+00 2.68928004e-01
59205 1.33480000e+06 -5.52660000e+06 1.67640000e+06 5.92750000e+06 1.28730000e+10 -1.33381196e+00 2.86730138e-01
59230 -1.58010000e+06 -5.37210000e+06 1.16930000e+06 5.72040000e+06 2.26600000e+10 -1.85685986e+00 2.05859699e-01
59248 -2.44120000e+06 -4.77750000e+06 9.80650000e+05 5.45400000e+06 3.18050000e+10 -2.04318815e+00 1.80787011e-01
59269 -2.11110000e+06 -5.33400000e+06 1.42770000e+06 5.91160000e+06 1.36900000e+10 -1.94766102e+00 2.43919779e-01
59296 -3.61090000e+06 -4.62870000e+06 1.37590000e+06 6.02960000e+06 1.14890000e+10 -2.23329166e+00 2.30219178e-01
61322 -3.40800000e+05 -5.68630000e+06 1.51610000e+06 5.89480000e+06 1.54400000e+10 -1.63065824e+00 2.60116133e-01
61329 1.11780000e+06 -5.79810000e+06 1.64940000e+06 6.13090000e+06 5.19890000e+09 -1.38034558e+00 2.72386431e-01
61333 -1.15430000e+06 -5.53780000e+06 2.48540000e+06 6.17880000e+06 4.33550000e+09 -1.77629411e+00 4.13969174e-01
61335 -1.70890000e+06 -5.59200000e+06 1.94830000e+06 6.16330000e+06 3.10490000e+09 -1.86738030e+00 3.21629711e-01
61340 -1.24410000e+06 -5.82080000e+06 1.69590000e+06 6.18920000e+06 2.14840000e+09 -1.78136164e+00 2.77559701e-01
61344 1.26210000e+06 -5.73580000e+06 1.85900000e+06 6.16020000e+06 2.23290000e+09 -1.35420877e+00 3.06554867e-01
61350 -2.41830000e+06 -5.44850000e+06 1.47070000e+06 6.13980000e+06 4.05470000e+09 -1.98852159e+00 2.41887384e-01
63414 1.29260000e+06 -5.54100000e+06 2.40910000e+06 6.17880000e+06 2.34540000e+09 -1.34161574e+00 4.00520514e-01
63418 -1.76570000e+06 -5.80400000e+06 1.03710000e+06 6.15470000e+06 4.68380000e+09 -1.86612129e+00 1.69313160e-01
65458 8.21060000e+05 -5.59020000e+06 2.31440000e+06 6.10580000e+06 5.04450000e+09 -1.42496412e+00 3.88768853e-01
65490 -1.96920000e+06 -5.44620000e+06 2.04090000e+06 6.14040000e+06 5.18140000e+09 -1.91774392e+00 3.38817958e-01
67419 -1.31100000e+05 -5.62440000e+06 2.32450000e+06 6.08720000e+06 6.21430000e+09 -1.59410126e+00 3.91815401e-01
67430 -1.53830000e+06 -5.60650000e+06 2.13830000e+06 6.19450000e+06 5.48340000e+09 -1.83858413e+00 3.52444755e-01
69388 -2.58240000e+06 -4.88480000e+06 2.71280000e+06 6.15540000e+06 3.16000000e+09 -2.05710845e+00 4.56399187e-01
